id,long,lat,banco,red,ubicacion,localidad,terminales,no_vidente,dolares,calle,altura,calle2,barrio,comuna,codigo_postal,codigo_postal_argentino
11050,-58.37291588,-34.60670095,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Bartolome Mitre 457,CABA,11,FALSE,FALSE,Bartolome Mitre,457,,San Nicolas,Comuna 1,1036,C1036AAG
11400,-58.37339592,-34.60998002,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Bolivar 177,CABA,1,FALSE,FALSE,Bolivar,177,,Monserrat,Comuna 1,1066,C1066AAC
11721,-58.36922568,-34.60107984,BANCO DE LA NACION ARGENTINA,LINK,Bouchard 557 piso 5,CABA,1,FALSE,FALSE,Bouchard 557 piso,5,,,,,
11504,-58.38529263,-34.63924663,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Brandsen 2570,CABA,1,FALSE,FALSE,Brandsen,2570,,Barracas,Comuna 4,1287,C1287ABJ
11098,-58.49013058,-34.57388713,CABAL COOP. LTDA.,LINK,Bucarelli 2696,CABA,3,FALSE,FALSE,Bucarelli,2696,,Villa Urquiza,Comuna 12,1431,C1431DRF
11787,-58.41772171,-34.59941657,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Bulnes 1048, entre Tucuman y Lavalle",CABA,1,FALSE,FALSE,Bulnes,1048,,Almagro,Comuna 5,1176,C1176ABT
11789,-58.41093134,-34.58708532,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Bulnes 2117 esquina Beruti,CABA,1,FALSE,FALSE,Bulnes,2117,,Palermo,Comuna 14,1425,C1425DKK
11777,-58.50748068,-34.62513971,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Calderon De La Barca 1550,CABA,1,FALSE,FALSE,Calderon De La Barca,1550,,Monte Castro,Comuna 10,1407,C1407KQF
11214,-58.44031967,-34.60025548,CABAL COOP. LTDA.,LINK,Camargo 544,CABA,4,FALSE,FALSE,Camargo,544,,Villa Crespo,Comuna 15,1414,C1414AHL
11701,-58.38125216,-34.59780771,BANCO DE LA NACION ARGENTINA,LINK,Carlos Pellegrini 899,CABA,2,FALSE,FALSE,Carlos Pellegrini,899,,Retiro,Comuna 1,1009,C1009ABQ
11025,-58.38076221,-34.60730593,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Carlos Pellegrini 91,CABA,2,FALSE,FALSE,Carlos Pellegrini,91,,San Nicolas,Comuna 1,1009,C1009ABA
11017,-58.38097919,-34.60329284,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Carlos Pellegrini s/n esquina Av. Corrientes,CABA,1,FALSE,FALSE,,0,,,,,
11802,-58.40452098,-34.57402805,BANCO DE LA NACION ARGENTINA,LINK,Cavia 3302,CABA,1,FALSE,FALSE,Cavia,3302,,Palermo,Comuna 14,1425,C1425DDJ
11049,-58.38236824,-34.60174079,BANCO DE LA NACION ARGENTINA,LINK,Cerrito 572,CABA,1,FALSE,FALSE,Cerrito,572,,San Nicolas,Comuna 1,1010,C1010AAL
11080,-58.38244623,-34.60028576,BANCO DE SAN JUAN S.A.,LINK,Cerrito 702,CABA,3,FALSE,FALSE,Cerrito,702,,San Nicolas,Comuna 1,1010,C1010AAP
11061,-58.38246123,-34.59981575,NUEVO BANCO DE ENTRE RIOS S.A.,LINK,Cerrito 742,CABA,2,FALSE,FALSE,Cerrito,742,,San Nicolas,Comuna 1,1010,C1010AAP
11062,-58.38247223,-34.59972675,NUEVO BANCO DE SANTA FE S.A.,LINK,Cerrito 746,CABA,2,FALSE,FALSE,Cerrito,746,,San Nicolas,Comuna 1,1010,C1010AAP
11715,-58.38247923,-34.59957474,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Cerrito 760, entre Av. Cordoba y Viamonte",CABA,1,FALSE,FALSE,Cerrito,760,,San Nicolas,Comuna 1,1010,C1010AAP
11785,-58.40680812,-34.5809812,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,CerviÒo 3356,CABA,2,FALSE,FALSE,CerviÒo,3356,,Palermo,Comuna 14,1425,C1425AGP
11083,-58.37611206,-34.61348509,BANCO DE LA NACION ARGENTINA,LINK,Chacabuco 467,CABA,1,FALSE,FALSE,Chacabuco,467,,Monserrat,Comuna 1,1069,C1069AAI
10937,-58.50364003,-34.55702418,BANCO DE LA NACION ARGENTINA,LINK,Col. Norte De Av. Gral. Paz 5445,CABA,1,FALSE,FALSE,Col. Norte De Av. Gral. Paz,5445,,,,,
11794,-58.41835757,-34.57587803,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Colombia 4300, entre J.F.Segui y Av. Libertador",CABA,1,FALSE,FALSE,Colombia,4300,,,,,
11690,-58.39158683,-34.6304454,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Combate De Los Pozos 1881,CABA,4,FALSE,FALSE,Combate De Los Pozos,1881,,Parque Patricios,Comuna 4,1245,C1245AAM
11229,-58.4718129,-34.586037,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Combatientes De Malvinas 3062,CABA,1,FALSE,FALSE,Combatientes De Malvinas,3062,,Parque Chas,Comuna 15,1431,C1431FTA
11093,-58.46774634,-34.67152897,BANCO DE LA NACION ARGENTINA,LINK,Corvalan 3698,CABA,1,FALSE,FALSE,Corvalan,3698,,Villa Lugano,Comuna 8,1439,C1439EWZ
11425,-58.52364747,-34.63968496,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Cosquin 61,CABA,3,FALSE,FALSE,Cosquin,61,,Liniers,Comuna 9,1408,C1408GIA
10891,-58.49311093,-34.60423031,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Cuenca 2755,CABA,3,FALSE,FALSE,Cuenca,2755,,Villa Del Parque,Comuna 11,1417,C1417AAK
10890,-58.49454397,-34.60243826,BANCO DE LA NACION ARGENTINA,LINK,Cuenca 2971,CABA,2,FALSE,FALSE,Cuenca,2971,,Villa Del Parque,Comuna 11,1417,C1417AAO
11210,-58.43834959,-34.60029749,CABAL COOP. LTDA.,LINK,Drago 440,CABA,1,FALSE,FALSE,Drago,440,,Villa Crespo,Comuna 15,1414,C1414AIJ
11517,-58.46870004,-34.62409288,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Dr. Juan F. Aranguren 2649,CABA,1,FALSE,FALSE,Dr. Juan F. Aranguren,2649,,Flores,Comuna 7,1406,C1406FWW
11505,-58.38185247,-34.63664659,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Dr. Ramon Carrillo 375, entre Brandsen y Aristobul",CABA,1,FALSE,FALSE,Dr. Ramon Carrillo,375,,Barracas,Comuna 4,1275,C1275AHG
11700,-58.36799366,-34.60476193,BANCO DE LA NACION ARGENTINA,LINK,Eduardo Madero 235,CABA,2,FALSE,FALSE,Eduardo Madero,235,,Puerto Madero,Comuna 1,1106,C1106ACC
11031,-58.37818306,-34.60070879,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Esmeralda 645,CABA,1,FALSE,FALSE,Esmeralda,645,,San Nicolas,Comuna 1,1007,C1007ABE
11048,-58.37818005,-34.60054979,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Esmeralda 660, entre Viamonte y Tucuman",CABA,2,FALSE,FALSE,Esmeralda,660,,San Nicolas,Comuna 1,1007,C1007ABF
10888,-58.41768309,-34.65185776,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Esquiu 991,CABA,3,FALSE,FALSE,Esquiu,991,,Nueva Pompeya,Comuna 4,1437,C1437JPA
11696,-58.40252533,-34.63480745,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Esteban De Luca 2151,CABA,1,FALSE,FALSE,Esteban De Luca,2151,,Parque Patricios,Comuna 4,1246,C1246ABQ
11088,-58.37134796,-34.62815445,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Finochietto 435,CABA,1,FALSE,FALSE,Finochietto,435,,Barracas,Comuna 4,1143,C1143ABA
11060,-58.37502997,-34.60688895,BANCO DE LA NACION ARGENTINA,LINK,Florida 101,CABA,4,FALSE,FALSE,Florida,101,,San Nicolas,Comuna 1,1005,C1005AAC
11070,-58.37510296,-34.60525591,BANCO DE LA NACION ARGENTINA,LINK,Florida 238,CABA,4,FALSE,FALSE,Florida,238,,San Nicolas,Comuna 1,1005,C1005AAF
11406,-58.37519896,-34.60452189,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Florida 302,CABA,12,FALSE,FALSE,Florida,302,,San Nicolas,Comuna 1,1005,C1005AAH
11726,-58.37539491,-34.59658571,BANCO DE LA NACION ARGENTINA,LINK,Florida 963,CABA,3,FALSE,FALSE,Florida,963,,Retiro,Comuna 1,1005,C1005AAS
11801,-58.42872206,-34.58262213,BANCO DE LA NACION ARGENTINA,LINK,Godoy Cruz 2320,CABA,1,FALSE,FALSE,Godoy Cruz,2320,,Palermo,Comuna 14,1425,C1425FQD
11201,-58.40938349,-34.61761902,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Gral. Urquiza 609,CABA,1,FALSE,FALSE,Gral. Urquiza,609,,Balvanera,Comuna 3,1221,C1221ADC
11499,-58.3802944,-34.6368096,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Guanahani 580 esquina A. Del Valle,CABA,2,FALSE,FALSE,Guanahani,580,,Barracas,Comuna 4,1274,C1274ACJ
11387,-58.39121567,-34.61025994,BANCO DE LA NACION ARGENTINA,LINK,Hipolito Yrigoyen 1760,CABA,1,FALSE,FALSE,Hipolito Yrigoyen,1760,,Monserrat,Comuna 1,1089,C1089AAH
11185,-58.39237672,-34.61028894,BANCO DE LA NACION ARGENTINA,LINK,Hipolito Yrigoyen 1835,CABA,1,FALSE,FALSE,Hipolito Yrigoyen,1835,,Balvanera,Comuna 3,1089,C1089AAI
11399,-58.37017978,-34.60884501,BANCO DE LA NACION ARGENTINA,LINK,Hipolito Yrigoyen 250,CABA,3,FALSE,FALSE,Hipolito Yrigoyen,250,,Monserrat,Comuna 1,1086,C1086AAB
11077,-58.37172284,-34.60890501,BANCO DE LA NACION ARGENTINA,LINK,Hipolito Yrigoyen 370,CABA,2,FALSE,FALSE,Hipolito Yrigoyen,370,,Monserrat,Comuna 1,1086,C1086AAD
11409,-58.37391994,-34.60939401,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,J. A. Roca 538,CABA,5,FALSE,FALSE,J. A. Roca,538,,Monserrat,Comuna 1,1067,C1067ABN
11183,-58.40877137,-34.60386171,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Jean Jaures 521 esquina Corrientes,CABA,1,FALSE,FALSE,Jean Jaures,521,,Balvanera,Comuna 3,1215,C1215ACI
11698,-58.36274648,-34.61062809,CABAL COOP. LTDA.,LINK,Juana Manso 1159 esquina Azucena Maizani,CABA,2,FALSE,FALSE,Juana Manso,1159,,Puerto Madero,Comuna 1,1107,C1107CBW
11670,-58.43856967,-34.6097207,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Juan B. Ambrosetti 743 esquina Diaz Velez,CABA,1,FALSE,FALSE,Juan B. Ambrosetti,743,,Caballito,Comuna 6,1405,C1405BIK
10994,-58.39178353,-34.58706841,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Junin 1930 esquina Av. Quintana,CABA,1,FALSE,FALSE,Junin,1930,,Recoleta,Comuna 2,1113,C1113AAX
10962,-58.45796815,-34.56271053,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Juramento 2527,CABA,2,FALSE,FALSE,Juramento,2527,,Belgrano,Comuna 13,1428,C1428DNQ
11092,-58.4825919,-34.66275969,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Lacarra 3040,CABA,2,FALSE,FALSE,Lacarra,3040,,Villa Soldati,Comuna 8,1437,C1437CJH
10960,-58.45498804,-34.56529361,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,La Pampa 2475,CABA,5,FALSE,FALSE,La Pampa,2475,,Belgrano,Comuna 13,1428,C1428EAQ
11172,-58.40186012,-34.60976488,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Larrea 11,CABA,4,FALSE,FALSE,Larrea,11,,Balvanera,Comuna 3,1030,C1030AAA
11015,-58.38662343,-34.6027918,BANCO DE LA NACION ARGENTINA,LINK,Lavalle 1402,CABA,3,FALSE,FALSE,Lavalle,1402,,San Nicolas,Comuna 1,1048,C1048AAJ
11026,-58.38699844,-34.6028488,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Lavalle 1428 esquina Uruguay,CABA,3,FALSE,FALSE,Lavalle,1428,,San Nicolas,Comuna 1,1048,C1048AAJ
11023,-58.37525294,-34.60216784,BANCO DE LA NACION ARGENTINA,LINK,Lavalle 593,CABA,2,FALSE,FALSE,Lavalle,593,,San Nicolas,Comuna 1,1047,C1047AAK
11220,-58.5061474,-34.59330299,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Llavallol 4307,CABA,2,FALSE,FALSE,Llavallol,4307,,Villa Devoto,Comuna 11,1419,C1419AKG
11433,-58.50938577,-34.62604272,CAJERO EXPRESS,LINK,Lope De Vega 1502 esquina Miranda,CABA,1,FALSE,FALSE,Lope De Vega,1502,,Villa Luro,Comuna 10,1407,C1407BOO
11731,-58.47303474,-34.69530249,BANCO DE LA NACION ARGENTINA,LINK,Madariaga 6976,CABA,1,FALSE,FALSE,Madariaga,6976,,Villa Riachuelo,Comuna 8,1439,C1439DKR
11028,-58.37642703,-34.60753395,BANCO DE LA PROVINCIA DEL NEUQUEN,LINK,"Maipu 50, entre Av. Rivadavia y Bartolome Mitre",CABA,1,FALSE,FALSE,Maipu,50,,San Nicolas,Comuna 1,1084,C1084ABB
11041,-58.37644703,-34.60725995,CABAL COOP. LTDA.,LINK,"Maipu 72, entre Av. Rivadavia y Bartolome Mitre",CABA,2,FALSE,FALSE,Maipu,72,,San Nicolas,Comuna 1,1084,C1084ABB
11408,-58.37650303,-34.60670093,BANCO DE SANTA CRUZ S.A.,LINK,"Maipu 99, entre Bartolome Mitre y Rivadavia",CABA,1,FALSE,FALSE,Maipu,99,,San Nicolas,Comuna 1,1084,C1084ABA
11779,-58.41486153,-34.59090539,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Mansilla 3640 esquina Bulnes,CABA,1,FALSE,FALSE,Mansilla,3640,,Palermo,Comuna 14,1425,C1425BPX
10995,-58.39382069,-34.59727364,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Marcelo T. De Alvear 1840, entre Callao y Riobamba",CABA,1,FALSE,FALSE,Marcelo T. De Alvear,1840,,Recoleta,Comuna 2,1122,C1122AAB
10889,-58.49186888,-34.60566535,BANCO DE LA NACION ARGENTINA,LINK,Marcos Sastre 3202,CABA,3,FALSE,FALSE,Marcos Sastre,3202,,Villa Del Parque,Comuna 11,1417,C1417FYN
11512,-58.3738591,-34.63256154,CABAL COOP. LTDA.,LINK,Martin Garcia 743,CABA,1,FALSE,FALSE,Martin Garcia,743,,Barracas,Comuna 4,1268,C1268ABD
11079,-58.36694868,-34.61451016,BANCO DE LA NACION ARGENTINA,LINK,Mexico 12,CABA,1,FALSE,FALSE,Mexico,12,,Monserrat,Comuna 1,1097,C1097AAB
11030,-58.38940855,-34.60385281,CABAL COOP. LTDA.,LINK,Montevideo 431,CABA,1,FALSE,FALSE,Montevideo,431,,San Nicolas,Comuna 1,1019,C1019ABI
11730,-58.47783779,-34.675201,BANCO DE LA NACION ARGENTINA,LINK,Murguiondo 4130,CABA,3,FALSE,FALSE,Murguiondo,4130,,Villa Lugano,Comuna 8,1439,C1439FTB
11729,-58.47405566,-34.67821709,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Murguiondo 4349,CABA,2,FALSE,FALSE,Murguiondo,4349,,Villa Lugano,Comuna 8,1439,C1439FTE
10892,-58.49313692,-34.60363829,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Nogoya 3174, entre Helguera y Cuenca",CABA,2,FALSE,FALSE,Nogoya,3174,,Villa Del Parque,Comuna 11,1417,C1417FNH
11219,-58.51119666,-34.59982412,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Nueva York 3952,CABA,1,FALSE,FALSE,Nueva York,3952,,Villa Devoto,Comuna 11,1419,C1419HDN
11218,-58.51177668,-34.60018812,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Nueva York 4020,CABA,2,FALSE,FALSE,Nueva York,4020,,Villa Devoto,Comuna 11,1419,C1419HDR
10992,-58.38871948,-34.59843169,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Paraguay 1536,CABA,1,FALSE,FALSE,Paraguay,1536,,Recoleta,Comuna 2,1061,C1061ABD
11790,-58.42229481,-34.58613624,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Paraguay 4302 esquina Armenia,CABA,1,FALSE,FALSE,Paraguay,4302,,Palermo,Comuna 14,1425,C1425BSL
11027,-58.38810947,-34.60011673,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Parana 744,CABA,1,FALSE,FALSE,Parana,744,,San Nicolas,Comuna 1,1017,C1017AAP
11528,-58.47034356,-34.54702912,BANCO DE LA NACION ARGENTINA,LINK,Paroissien 2443,CABA,3,FALSE,FALSE,Paroissien,2443,,Saavedra,Comuna 12,1429,C1429CXK
11695,-58.40038128,-34.64148961,BANCO DE LA NACION ARGENTINA,LINK,Pedro Chutro 2780,CABA,1,FALSE,FALSE,Pedro Chutro,2780,,Parque Patricios,Comuna 4,1437,C1437IYD
10986,-58.40523409,-34.58593032,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,PeÒa 3050 esquina Rodriguez PeÒa,CABA,1,FALSE,FALSE,PeÒa,3050,,Recoleta,Comuna 2,1425,C1425AVL
11066,-58.37480298,-34.61023602,BANCO DE LA NACION ARGENTINA,LINK,Peru 103,CABA,1,FALSE,FALSE,Peru,103,,Monserrat,Comuna 1,1067,C1067AAC
11389,-58.37483498,-34.60958101,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Peru 146,CABA,1,FALSE,FALSE,Peru,146,,Monserrat,Comuna 1,1067,C1067AAD
11395,-58.37482098,-34.60981601,BANCO DE LA NACION ARGENTINA,LINK,Peru 169,CABA,1,FALSE,FALSE,Peru,169,,Monserrat,Comuna 1,1067,C1067AAC
11426,-58.51580121,-34.64932122,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Pilar 950, entre Acassuso y Patron",CABA,1,FALSE,FALSE,Pilar,950,,Liniers,Comuna 9,1408,C1408INH
11009,-58.39104358,-34.59820467,BANCO DE LA NACION ARGENTINA,LINK,Pizzurno 935,CABA,1,FALSE,FALSE,Pizzurno,935,,Recoleta,Comuna 2,1020,C1020ACA
11403,-58.38748357,-34.61833515,BANCO DE LA NACION ARGENTINA,LINK,Presidentte Luis Saenz PeÒa 850,CABA,1,FALSE,FALSE,Presidentte Luis Saenz PeÒa,850,,,,,
11024,-58.37342789,-34.60560392,CABAL COOP. LTDA.,LINK,Pte. Peron 479,CABA,1,FALSE,FALSE,Pte. Peron,479,,San Nicolas,Comuna 1,1038,C1038AAI
11054,-58.37403592,-34.60564092,BANCO HIPOTECARIO S.A.,LINK,Pte. Peron 525,CABA,2,FALSE,FALSE,Pte. Peron,525,,San Nicolas,Comuna 1,1038,C1038AAK
11076,-58.37460594,-34.60573692,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Pte. Peron 566,CABA,3,FALSE,FALSE,Pte. Peron,566,,San Nicolas,Comuna 1,1038,C1038AAL
11032,-58.37718605,-34.60591091,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Pte. Peron 739,CABA,2,FALSE,FALSE,Pte. Peron,739,,San Nicolas,Comuna 1,1038,C1038AAO
11771,-58.46924482,-34.5900951,BANCO DE LA NACION ARGENTINA,LINK,Punta Arenas 1201,CABA,1,FALSE,FALSE,Punta Arenas,1201,,Paternal,Comuna 15,1427,C1427DQB
11526,-58.46274983,-34.63026305,BANCO HIPOTECARIO S.A.,LINK,Ramon Falcon 2452,CABA,1,FALSE,FALSE,Ramon Falcon,2452,,Flores,Comuna 7,1406,C1406GNX
11423,-58.52282244,-34.64019298,CABAL COOP. LTDA.,LINK,Ramon L Falcon 6837,CABA,2,FALSE,FALSE,Ramon L Falcon,6837,,Liniers,Comuna 9,1408,C1408DSC
11068,-58.37222385,-34.60668096,BANCO HIPOTECARIO S.A.,LINK,Reconquista 101 esquina Bartolome Mitre,CABA,3,FALSE,FALSE,Reconquista,101,,San Nicolas,Comuna 1,1003,C1003ABC
11055,-58.37227885,-34.60608194,BANCO HIPOTECARIO S.A.,LINK,"Reconquista 151, entre Pte. Peron y Bartolome Mitre",CABA,1,FALSE,FALSE,Reconquista,151,,San Nicolas,Comuna 1,1003,C1003ABC
11056,-58.37234884,-34.60473791,BANCO DE LA NACION ARGENTINA,LINK,Reconquista 266,CABA,4,FALSE,FALSE,Reconquista,266,,San Nicolas,Comuna 1,1003,C1003ABF
11038,-58.37239284,-34.60406789,BANCO DE LA PAMPA,LINK,Reconquista 319,CABA,1,FALSE,FALSE,Reconquista,319,,San Nicolas,Comuna 1,1003,C1003ABG
11065,-58.37245084,-34.60370589,BANCO DE SANTIAGO DEL ESTERO S.A.,LINK,"Reconquista 353, entre Sarmiento y Corrientes",CABA,1,FALSE,FALSE,Reconquista,353,,San Nicolas,Comuna 1,1003,C1003ABG
11034,-58.37250183,-34.60228385,CABAL COOP. LTDA.,LINK,Reconquista 480,CABA,6,FALSE,FALSE,Reconquista,480,,San Nicolas,Comuna 1,1003,C1003ABJ
11035,-58.37248583,-34.60257286,CABAL COOP. LTDA.,LINK,"Reconquista 480, entre Lavalle y Corrientes piso P",CABA,2,FALSE,FALSE,Reconquista,480,,San Nicolas,Comuna 1,1003,C1003ABJ
11181,-58.39339676,-34.6089999,BANCO DE LA NACION ARGENTINA,LINK,Riobamba 25,CABA,2,FALSE,FALSE,Riobamba,25,,Balvanera,Comuna 3,1025,C1025ABA
11521,-58.46218981,-34.63018105,CABAL COOP. LTDA.,LINK,Rivera Indarte 112,CABA,2,FALSE,FALSE,Rivera Indarte,112,,Flores,Comuna 7,1406,C1406DXD
11187,-58.40330919,-34.6109289,BANCO DE LA NACION ARGENTINA,LINK,Saavedra 87,CABA,1,FALSE,FALSE,Saavedra,87,,Balvanera,Comuna 3,1083,C1083ACA
11780,-58.40825518,-34.58014217,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Salguero 2727, entre CerviÒo y J F Segui",CABA,1,FALSE,FALSE,Salguero,2727,,Palermo,Comuna 14,1425,C1425DEL
11795,-58.40409697,-34.57570009,BANCO HIPOTECARIO S.A.,LINK,Salguero 3172,CABA,1,FALSE,FALSE,Salguero,3172,,Palermo,Comuna 14,1425,C1425DFP
11221,-58.50790559,-34.60939935,CABAL COOP. LTDA.,LINK,Sanabria 2963,CABA,3,FALSE,FALSE,Sanabria,2963,,Villa Devoto,Comuna 11,1417,C1417AZQ
11000,-58.41261446,-34.59470549,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Sanchez De Bustamante 1399 esquina Paraguay,CABA,1,FALSE,FALSE,Sanchez De Bustamante,1399,,Recoleta,Comuna 2,1425,C1425DUA
11720,-58.37424384,-34.59429266,BANCO DE LA NACION ARGENTINA,LINK,San Martin 1145,CABA,2,FALSE,FALSE,San Martin,1145,,Retiro,Comuna 1,1004,C1004AAW
11706,-58.37442385,-34.59459167,BANCO DE LA NACION ARGENTINA,LINK,San Martin 1155,CABA,1,FALSE,FALSE,San Martin,1155,,Retiro,Comuna 1,1004,C1004AAW
11057,-58.37322089,-34.60634594,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,San Martin 137,CABA,9,FALSE,FALSE,San Martin,137,,San Nicolas,Comuna 1,1004,C1004AAC
11016,-58.37370791,-34.60657995,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,San Martin 137,CABA,11,FALSE,FALSE,San Martin,137,,San Nicolas,Comuna 1,1004,C1004AAC
11075,-58.3737609,-34.60505691,CABAL COOP. LTDA.,LINK,San Martin 215,CABA,2,FALSE,FALSE,San Martin,215,,San Nicolas,Comuna 1,1004,C1004AAE
11040,-58.3737459,-34.6044009,NUEVO BCO. INDUSTRIAL DE AZUL S.A.,LINK,San Martin 298,CABA,2,FALSE,FALSE,San Martin,298,,San Nicolas,Comuna 1,1004,C1004AAF
11081,-58.37378689,-34.60383188,BANCO DE CORRIENTES S.A.,LINK,San Martin 333,CABA,2,FALSE,FALSE,San Martin,333,,San Nicolas,Comuna 1,1004,C1004AAG
11063,-58.37379389,-34.60387788,BANCO PIANO S.A.,LINK,San Martin 347,CABA,1,FALSE,FALSE,San Martin,347,,San Nicolas,Comuna 1,1004,C1004AAG
11707,-58.37422086,-34.59729873,BANCO DE LA NACION ARGENTINA,LINK,San Martin 913,CABA,1,FALSE,FALSE,San Martin,913,,Retiro,Comuna 1,1004,C1004AAS
11094,-58.46512911,-34.6549466,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Santiago De Compostela 3801 esquina Fernandez,CABA,1,FALSE,FALSE,Santiago De Compostela,3801,,Parque Avellaneda,Comuna 9,1407,C1407MDB
11058,-58.38832152,-34.60534385,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Sarmiento 1531/51, entre Parana y Montevideo",CABA,1,FALSE,FALSE,Sarmiento,1531,,San Nicolas,Comuna 1,1042,C1042ABC
11071,-58.37421492,-34.6045059,NUEVO BCO. INDUSTRIAL DE AZUL S.A.,LINK,Sarmiento 532,CABA,2,FALSE,FALSE,Sarmiento,532,,San Nicolas,Comuna 1,1041,C1041AAL
11051,-58.37555997,-34.60459589,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Sarmiento 630, entre Florida y Maipu",CABA,6,FALSE,FALSE,Sarmiento,630,,San Nicolas,Comuna 1,1041,C1041AAN
11074,-58.37656902,-34.60470989,BANCO FINANSUR S.A.,LINK,Sarmiento 700 esquina Maipu,CABA,1,FALSE,FALSE,Sarmiento,700,,San Nicolas,Comuna 1,1041,C1041AAN
11011,-58.37716804,-34.60466589,BANCO PCIA. DE TIERRA DEL FUEGO,LINK,"Sarmiento 741, entre Esmeralda y Maipu",CABA,1,FALSE,FALSE,Sarmiento,741,,San Nicolas,Comuna 1,1041,C1041AAO
11019,-58.37770306,-34.60468788,NUEVO BANCO DEL CHACO S.A.,LINK,Sarmiento 779 esquina Esmeralda,CABA,1,FALSE,FALSE,Sarmiento,779,,San Nicolas,Comuna 1,1041,C1041AAO
11728,-58.46378728,-34.68559731,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Soldado De La Frontera 5290,CABA,3,FALSE,FALSE,Soldado De La Frontera,5290,,Villa Lugano,Comuna 8,1439,C1439FPH
11072,-58.38512837,-34.60328682,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Talcahuano 459,CABA,2,FALSE,FALSE,Talcahuano,459,,San Nicolas,Comuna 1,1013,C1013AAI
11021,-58.38521036,-34.60206279,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Talcahuano S/N, entre Lavalle y Tucuman",CABA,4,FALSE,FALSE,,0,,,,,
11428,-58.52246642,-34.63943897,CABAL COOP. LTDA.,LINK,Timoteo Gordillo 57,CABA,1,FALSE,FALSE,Timoteo Gordillo,57,,Liniers,Comuna 9,1408,C1408GQA
11230,-58.46624965,-34.58386097,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Tronador 801,CABA,1,FALSE,FALSE,Tronador,801,,Villa Ortuzar,Comuna 15,1427,C1427CRQ
